ID:S23             	L21	V1:	Amatemi, ben mio,
ID:Trm0288i-Quinto 	L680	V7:	Ma s’amarmi negate
ID:Trm0288o-Canto Primo.	L931	V7:	Mà s’amarmi negate

ID:S23             	L30	V8:	Morirò disperato,
ID:S145            	L94	V8:	Morirò disperato,
ID:Trm0288e-Quinto 	L368	V8:	Morirò disperato
ID:Trm0288h-Canto  	L476	V8:	Morirò disperato
ID:Trm0288h-Alto   	L496	V8:	Morirò [TACET]
ID:Trm0288h-Tenore 	L516	V8:	Morirò disperato
ID:Trm0288h-Basso  	L536	V8:	Morirò disperato
ID:Trm0288h-Quinto 	L556	V8:	Morirò disperato
ID:Trm0288h-Sesto  	L576	V8:	Morirò disperato
ID:Trm0288i-Canto  	L597	V8:	Morirò disperato
ID:Trm0288i-Alto   	L618	V8:	Morirò disperato
ID:Trm0288i-Tenore 	L639	V8:	Morirò disperato
ID:Trm0288i-Basso  	L660	V8:	Morirò disperato
ID:Trm0288i-Quinto 	L681	V8:	Morirò disperato
ID:Trm0288o-Canto Primo.	L932	V8:	Morirò disperato

ID:S23             	L31	V9:	Per non amarvi, non essendo amato.
ID:S145            	L95	V9:	Per non amarvi, non essendo amato.
ID:Trm0288e-Quinto 	L369	V9:	Per non amarvi non essend’amato.
ID:Trm0288h-Canto  	L477	V9:	Per non amarvi non essend’amato.
ID:Trm0288h-Alto   	L497	V9:	Per non amarvi non essend’amato.
ID:Trm0288h-Tenore 	L517	V9:	Per non amarvi non essend’amato.
ID:Trm0288h-Basso  	L537	V9:	Per non amarvi non essend’amato.
ID:Trm0288h-Quinto 	L557	V9:	Per non amarvi non essend’amato.
ID:Trm0288h-Sesto  	L577	V9:	[TACET] non essend’amato.
ID:Trm0288i-Canto  	L598	V9:	Per non amarvi non essendo amato.
ID:Trm0288i-Alto   	L619	V9:	Per non amarvi non essendo amato.
ID:Trm0288i-Tenore 	L640	V9:	Per non amarvi non essendo amato.
ID:Trm0288i-Basso  	L661	V9:	Per non amarvi non essendo amato.
ID:Trm0288i-Quinto 	L682	V9:	Per non amarvi non essendo amato.
ID:Trm0288o-Canto Primo.	L933	V9:	Per non amarvi non essendo amato.

